No.,Player Name,Position,Player_ID,Year,Country_ID,Nationality,Age,Height,Total Points,Average by Match,Attack Points,Efficiency,Attack Avg Points,Block Points,Block Success,Block Avg Points,Serve Points,Serve Success,Serve Avg Points
2.0,Onodera Taishi,MB,142565,2021,5828,Japan,26.0,200cm,66,5.08,49,49.49%,3.77,13,21.67%,1.00,4,3.33%,0.31
4.0,Miyaura Kento,O,163038,2021,5828,Japan,23.0,190cm,-,-,-,-,-,-,-,-,-,-,-
5.0,Otsuka Tatsunori,OH,163516,2021,5828,Japan,21.0,194cm,74,4.93,66,35.48%,4.40,6,20.69%,0.40,2,2.44%,0.13
6.0,Yamauchi Akihiro,MB,146409,2021,5828,Japan,28.0,204cm,60,4.00,45,51.72%,3.00,12,21.82%,0.80,3,2.52%,0.20
8.0,Sekita Masahiro,S,133009,2021,5828,Japan,28.0,175cm,7,0.50,1,14.29%,0.07,2,8.00%,0.14,4,4.00%,0.29
10.0,Takahashi Kentaro,MB,142561,2021,5828,Japan,27.0,202cm,31,3.10,25,58.14%,2.50,6,28.57%,0.60,0,0.00%,0.00
11.0,Tomita Shoma,OH,178761,2021,5828,Japan,24.0,190cm,-,-,-,-,-,-,-,-,-,-,-
12.0,Takahashi Ran,OH,178762,2021,5828,Japan,20.0,188cm,118,7.87,106,49.77%,7.07,5,18.52%,0.33,7,4.96%,0.47
13.0,Ogawa Tomohiro,L,180990,2021,5828,Japan,25.0,176cm,0,0.00,0,-,-,0,-,-,0,-,-
14.0,Ishikawa Yuki,OH,142568,2021,5828,Japan,26.0,191cm,169,12.07,149,55.19%,10.64,11,17.74%,0.79,9,5.88%,0.64
18.0,Nishiyama Hiroto,O,192453,2021,5828,Japan,19.0,193cm,-,-,-,-,-,-,-,-,-,-,-
20.0,Yamamoto Tomohiro,L,172893,2021,5828,Japan,27.0,171cm,0,0.00,0,-,-,0,-,-,0,-,-
21.0,Eiro Motoki,S,142562,2021,5828,Japan,25.0,192cm,-,-,-,-,-,-,-,-,-,-,-
28.0,Evbade-Dan Larry Ik,MB,189039,2021,5828,Japan,21.0,195cm,-,-,-,-,-,-,-,-,-,-,-
,Philippe Blain,COACH,N/A,2021,5828,,,,,,,,,,,,,,
1.0,Korenblek Siebe,MB,188782,2021,5829,Netherlands,19.0,215cm,-,-,-,-,-,-,-,-,-,-,-
2.0,Keemink Wessel,S,141546,2021,5829,Netherlands,28.0,197cm,10,1.00,3,30.00%,0.30,5,19.23%,0.50,2,2.47%,0.20
3.0,Van Garderen Maarten,OH,139929,2021,5829,Netherlands,32.0,200cm,-,-,-,-,-,-,-,-,-,-,-
4.0,Ter Horst Thijs,OH,137345,2021,5829,Netherlands,30.0,204cm,107,9.73,99,52.38%,9.00,5,16.13%,0.45,3,4.11%,0.27
5.0,van Der Ent Cornelis Luuc,MB,169921,2021,5829,Netherlands,23.0,208cm,25,2.27,18,56.25%,1.64,6,11.11%,0.55,1,1.96%,0.09
6.0,Meijs Silvester,S,188784,2021,5829,Netherlands,20.0,202cm,-,-,-,-,-,-,-,-,-,-,-
7.0,Jorna Gijs,OH,131980,2021,5829,Netherlands,32.0,196cm,3,0.50,3,14.29%,0.50,0,0.00%,0.00,0,0.00%,0.00
8.0,Plak Fabian,MB,156678,2021,5829,Netherlands,24.0,198cm,57,4.38,46,58.23%,3.54,9,18.00%,0.69,2,2.30%,0.15
12.0,Tuinstra Bennie Junior,OH,170436,2021,5829,Netherlands,21.0,200cm,135,9.64,118,39.86%,8.43,6,13.04%,0.43,11,6.11%,0.79
14.0,Abdel-Aziz Nimir,O,137498,2021,5829,Netherlands,30.0,201cm,264,22.00,218,53.43%,18.17,10,15.62%,0.83,36,19.46%,3.00
16.0,Ter Maat Wouter,O,154521,2021,5829,Netherlands,30.0,200cm,-,-,-,-,-,-,-,-,-,-,-
18.0,Andringa Robbert,L,121992,2021,5829,Netherlands,31.0,192cm,77,5.50,58,38.41%,4.14,10,22.73%,0.71,9,7.76%,0.64
22.0,Wiltenburg Twan,MB,150703,2021,5829,Netherlands,25.0,205cm,29,2.07,16,47.06%,1.14,6,12.50%,0.43,7,5.98%,0.50
30.0,Lipke Niels,L,188785,2021,5829,Netherlands,19.0,180cm,-,-,-,-,-,-,-,-,-,-,-
,Roberto Piazza,COACH,N/A,2021,5829,,,,,,,,,,,,,,
3.0,Popiwczak Jakub,L,153388,2021,5830,Poland,25.0,180cm,-,-,-,-,-,-,-,-,-,-,-
5.0,Kaczmarek Lukasz,O,162105,2021,5830,Poland,27.0,204cm,63,5.25,48,45.28%,4.00,13,37.14%,1.08,2,3.45%,0.17
6.0,Kurek Bartosz,O,115806,2021,5830,Poland,33.0,205cm,112,10.18,97,50.79%,8.82,13,22.81%,1.18,2,2.25%,0.18
9.0,Leon Venero Wilfredo,OH,119646,2021,5830,Poland,28.0,202cm,127,9.77,86,48.59%,6.62,9,30.00%,0.69,32,23.36%,2.46
10.0,Bednorz Bartosz,OH,150742,2021,5830,Poland,27.0,201cm,36,4.00,21,34.43%,2.33,7,46.67%,0.78,8,20.00%,0.89
11.0,Sliwka Aleksander,OH,142679,2021,5830,Poland,26.0,196cm,45,3.00,41,47.13%,2.73,2,14.29%,0.13,2,2.60%,0.13
12.0,Lomacz Grzegorz,S,115794,2021,5830,Poland,34.0,187cm,6,0.35,2,100%,0.12,3,13.64%,0.18,1,1.45%,0.06
15.0,Kochanowski Jakub,MB,152870,2021,5830,Poland,24.0,199cm,61,5.08,45,61.64%,3.75,12,20.00%,1.00,4,4.30%,0.33
16.0,Semeniuk Kamil,OH,153395,2021,5830,Poland,25.0,195cm,73,5.62,61,50.00%,4.69,11,34.38%,0.85,1,1.56%,0.08
17.0,Zatorski Pawel,L,118614,2021,5830,Poland,31.0,184cm,0,0.00,0,-,-,0,-,-,0,-,-
19.0,Janusz Marcin,S,165942,2021,5830,Poland,27.0,196cm,0,-,0,-,-,0,-,-,0,-,-
20.0,Bieniek Mateusz,MB,150734,2021,5830,Poland,27.0,210cm,106,8.15,67,56.78%,5.15,22,22.45%,1.69,17,11.11%,1.31
21.0,Fornal Tomasz,OH,152866,2021,5830,Poland,24.0,198cm,45,3.75,35,58.33%,2.92,2,16.67%,0.17,8,16.67%,0.67
99.0,Huber Norbert,MB,152869,2021,5830,Poland,23.0,204cm,23,1.92,14,63.64%,1.17,5,21.74%,0.42,4,16.00%,0.33
,Nikola Grbić,COACH,N/A,2021,5830,,,,,,,,,,,,,,
2.0,Kovacevic Uros,OH,124926,2021,5831,Serbia,28.0,197cm,149,14.90,126,49.22%,12.60,16,25.81%,1.60,7,4.96%,0.70
3.0,Kapur Milorad,L,136360,2021,5831,Serbia,31.0,181cm,0,0.00,0,-,-,0,-,-,0,-,-
4.0,Mašulović Veljko,OH,192041,2021,5831,Serbia,19.0,198cm,-,-,-,-,-,-,-,-,-,-,-
7.0,Krsmanovic Petar,MB,146579,2021,5831,Serbia,31.0,205cm,148,9.87,106,66.67%,7.07,32,21.77%,2.13,10,4.18%,0.67
8.0,Ivovic Marko,OH,132022,2021,5831,Serbia,31.0,194cm,190,12.67,158,51.97%,10.53,12,17.39%,0.80,20,8.97%,1.33
10.0,Kujundžić Miran,OH,162122,2021,5831,Serbia,24.0,196cm,30,2.14,26,41.94%,1.86,2,14.29%,0.14,2,6.06%,0.14
11.0,Batak Aleksa,S,173249,2021,5831,Serbia,22.0,198cm,0,0.00,0,-,-,0,-,-,0,-,-
12.0,Peric Pavle,OH,173251,2021,5831,Serbia,23.0,207cm,56,3.73,44,47.83%,2.93,8,33.33%,0.53,4,5.97%,0.27
15.0,Masulovic Nemanja,MB,150382,2021,5831,Serbia,26.0,205cm,-,-,-,-,-,-,-,-,-,-,-
16.0,Luburic Drazen,O,143794,2021,5831,Serbia,28.0,202cm,159,10.60,133,51.15%,8.87,7,15.91%,0.47,19,15.20%,1.27
18.0,Podrascanin Marko,MB,116525,2021,5831,Serbia,34.0,204cm,140,9.33,87,67.44%,5.80,44,27.33%,2.93,9,3.98%,0.60
21.0,Todorovic Vuk,S,173250,2021,5831,Serbia,23.0,190cm,4,0.31,2,66.67%,0.15,1,5.56%,0.08,1,1.85%,0.08
23.0,Vucicevic Bozidar,O,168276,2021,5831,Serbia,23.0,205cm,0,0.00,0,0.00%,0.00,0,-,-,0,-,-
29.0,Nedeljkovic Aleksandar,MB,164985,2021,5831,Serbia,24.0,205cm,-,-,-,-,-,-,-,-,-,-,-
,Igor Kolaković,COACH,N/A,2021,5831,,,,,,,,,,,,,,
2.0,Pajenk Alen,MB,114962,2021,5832,Slovenia,35.0,203cm,140,8.24,102,64.56%,6.00,20,17.54%,1.18,18,7.00%,1.06
3.0,Planinšič Uroš,S,168715,2021,5832,Slovenia,23.0,186cm,-,-,-,-,-,-,-,-,-,-,-
4.0,Kozamernik Jan,MB,151391,2021,5832,Slovenia,26.0,204cm,99,6.19,65,58.56%,4.06,27,19.85%,1.69,7,3.55%,0.44
5.0,Kök Matej,OH,151405,2021,5832,Slovenia,25.0,196cm,-,-,-,-,-,-,-,-,-,-,-
6.0,Toman Urban,L,161756,2021,5832,Slovenia,24.0,185cm,-,-,-,-,-,-,-,-,-,-,-
10.0,Štalekar Sašo,MB,151404,2021,5832,Slovenia,25.0,214cm,5,0.45,2,25.00%,0.18,3,27.27%,0.27,0,0.00%,0.00
11.0,Koncilja Danijel,MB,144483,2021,5832,Slovenia,31.0,201cm,-,-,-,-,-,-,-,-,-,-,-
13.0,Kovačič Jani,L,144415,2021,5832,Slovenia,29.0,186cm,0,0.00,0,-,-,0,-,-,0,-,-
14.0,Štern Žiga,OH,155920,2021,5832,Slovenia,28.0,193cm,41,2.41,37,48.68%,2.18,2,25.00%,0.12,2,6.25%,0.12
16.0,Ropret Gregor,S,119018,2021,5832,Slovenia,33.0,192cm,36,2.12,12,63.16%,0.71,11,16.42%,0.65,13,5.91%,0.76
17.0,Urnaut Tine,OH,114957,2021,5832,Slovenia,33.0,200cm,160,9.41,150,47.32%,8.82,7,13.73%,0.41,3,1.68%,0.18
18.0,Čebulj Klemen,OH,136918,2021,5832,Slovenia,30.0,202cm,234,13.76,200,47.17%,11.76,19,25.00%,1.12,15,7.25%,0.88
19.0,Možič Rok,OH,168747,2021,5832,Slovenia,20.0,200cm,75,4.41,66,56.90%,3.88,7,23.33%,0.41,2,3.64%,0.12
20.0,Mujanovič Nik,O,182325,2021,5832,Slovenia,17.0,206cm,-,-,-,-,-,-,-,-,-,-,-
,Gheorghe Cretu,COACH,N/A,2021,5832,,,,,,,,,,,,,,
1.0,Anderson Matthew,O,118893,2021,5833,United States,34.0,202cm,89,9.89,77,54.61%,8.56,7,21.21%,0.78,5,6.76%,0.56
2.0,Russell Aaron,OH,132624,2021,5833,United States,28.0,205cm,-,-,-,-,-,-,-,-,-,-,-
4.0,Jendryk II Jeffrey,MB,147721,2021,5833,United States,26.0,208cm,34,2.62,23,53.49%,1.77,10,30.30%,0.77,1,2.33%,0.08
8.0,Defalco Torey,OH,139254,2021,5833,United States,24.0,198cm,148,9.87,126,46.67%,8.40,18,31.58%,1.20,4,2.99%,0.27
9.0,Hanes Jake,O,170104,2021,5833,United States,23.0,210cm,2,0.50,2,66.67%,0.50,0,0.00%,0.00,0,0.00%,0.00
10.0,Dagostino Kyle,L,142445,2021,5833,United States,26.0,175cm,-,-,-,-,-,-,-,-,-,-,-
11.0,Christenson Micah,S,124879,2021,5833,United States,28.0,198cm,34,2.83,16,44.44%,1.33,5,10.00%,0.42,13,8.12%,1.08
12.0,Holt Maxwell,MB,118901,2021,5833,United States,35.0,205cm,61,5.08,40,53.33%,3.33,15,29.41%,1.25,6,5.77%,0.50
14.0,Ma'a Micah,S,147421,2021,5833,United States,24.0,192cm,-,-,-,-,-,-,-,-,-,-,-
17.0,Jaeschke Thomas,OH,143682,2021,5833,United States,28.0,198cm,54,4.50,43,42.16%,3.58,6,21.43%,0.50,5,7.81%,0.42
18.0,Muagututia Garrett,OH,133463,2021,5833,United States,34.0,205cm,90,6.00,78,46.43%,5.20,4,12.90%,0.27,8,6.35%,0.53
19.0,Averill Taylor,MB,148120,2021,5833,United States,30.0,201cm,21,3.00,17,62.96%,2.43,4,28.57%,0.57,0,0.00%,0.00
20.0,Smith David,MB,116069,2021,5833,United States,36.0,201cm,60,4.29,42,53.85%,3.00,9,15.00%,0.64,9,7.76%,0.64
22.0,Shoji Erik,L,119732,2021,5833,United States,32.0,184cm,0,0.00,0,-,-,0,-,-,0,-,-
,John Speraw,COACH,N/A,2021,5833,,,,,,,,,,,,,,
1.0,Sanchez Matias,S,142412,2022,5818,Argentina,26.0,175cm,8,0.67,5,45.45%,0.42,2,9.09%,0.17,1,1.04%,0.08
3.0,Martinez Franchi Jan,U,142410,2022,5818,Argentina,25.0,190cm,-,-,-,-,-,-,-,-,-,-,-
4.0,Gallego Joaquin,MB,142411,2022,5818,Argentina,26.0,204cm,41,3.42,26,54.17%,2.17,15,30.00%,1.25,0,0.00%,0.00
7.0,Palonsky Luciano,OH,162546,2022,5818,Argentina,23.0,198cm,78,6.50,76,49.67%,6.33,1,4.00%,0.08,1,1.43%,0.08
8.0,Loser Agustin,MB,152692,2022,5818,Argentina,25.0,198cm,129,10.75,95,58.28%,7.92,26,17.45%,2.17,8,4.55%,0.67
9.0,Danani Santiago,L,153053,2022,5818,Argentina,27.0,176cm,0,0.00,0,-,-,0,-,-,0,-,-
10.0,Zelayeta Mauro,OH,160816,2022,5818,Argentina,23.0,190cm,-,-,-,-,-,-,-,-,-,-,-
11.0,Armoa Manuel,OH,174853,2022,5818,Argentina,20.0,195cm,31,2.58,22,29.73%,1.83,7,38.89%,0.58,2,6.25%,0.17
12.0,Lima Bruno,O,142415,2022,5818,Argentina,27.0,198cm,158,13.17,136,50.56%,11.33,12,17.39%,1.00,10,6.90%,0.83
15.0,De Cecco Luciano,S,117457,2022,5818,Argentina,34.0,191cm,10,2.50,2,25.00%,0.50,3,11.11%,0.75,5,7.14%,1.25
16.0,Koukartsev Pablo Sergio,O,141282,2022,5818,Argentina,29.0,203cm,-,-,-,-,-,-,-,-,-,-,-
17.0,Vicentin Luciano,OH,163555,2022,5818,Argentina,22.0,197cm,74,6.17,63,41.45%,5.25,6,16.67%,0.50,5,4.85%,0.42
18.0,Ramos Martin,MB,125047,2022,5818,Argentina,31.0,197cm,27,2.25,20,51.28%,1.67,6,16.22%,0.50,1,1.89%,0.08
22.0,Zerba Nicolas,MB,162543,2022,5818,Argentina,23.0,203cm,37,3.08,26,49.06%,2.17,8,8.99%,0.67,3,3.85%,0.25
,Marcelo Rodolfo Mendez,COACH,N/A,2022,5818,,,,,,,,,,,,,,
1.0,Rezende Bruno Mossa,S,116099,2022,5819,Brazil,36.0,190cm,16,1.23,5,55.56%,0.38,3,5.77%,0.23,8,5.16%,0.62
4.0,Rodrigues Pinto Otávio Henrique,MB,125010,2022,5819,Brazil,32.0,200cm,-,-,-,-,-,-,-,-,-,-,-
6.0,Fernandes P.X.Cavalcante Adriano,OH,174908,2022,5819,Brazil,21.0,201cm,41,3.15,34,47.89%,2.62,2,11.11%,0.15,5,7.14%,0.38
8.0,Honorato Henrique Dantas Nóbrega,OH,161930,2022,5819,Brazil,26.0,190cm,0,0.00,0,-,-,0,-,-,0,0.00%,0.00
9.0,Leal Hidalgo Yoandy,OH,118928,2022,5819,Brazil,34.0,202cm,112,12.44,100,52.63%,11.11,6,13.33%,0.67,6,5.17%,0.67
14.0,Gil Kreling Fernando,S,142744,2022,5819,Brazil,27.0,186cm,2,0.15,1,50.00%,0.08,0,0.00%,0.00,1,3.33%,0.08
15.0,Nascimento Maique Reis,L,161939,2022,5819,Brazil,25.0,187cm,0,0.00,0,-,-,0,-,-,0,-,-
16.0,Saatkamp Lucas,MB,116081,2022,5819,Brazil,37.0,209cm,54,6.75,38,57.58%,4.75,11,20.00%,1.38,5,4.90%,0.62
17.0,Hoss Thales,L,118916,2022,5819,Brazil,33.0,190cm,0,0.00,0,-,-,0,-,-,0,-,-
18.0,Souza Ricardo Lucarelli,OH,136468,2022,5819,Brazil,31.0,196cm,88,9.78,75,51.37%,8.33,6,18.75%,0.67,7,6.67%,0.78
19.0,Moreira Roque Felipe,O,161921,2022,5819,Brazil,25.0,212cm,-,-,-,-,-,-,-,-,-,-,-
21.0,Souza Alan,O,136947,2022,5819,Brazil,29.0,202cm,113,16.14,98,54.75%,14.00,9,20.45%,1.29,6,7.23%,0.86
23.0,Resende Gualberto Flavio,MB,136956,2022,5819,Brazil,29.0,199cm,108,8.31,78,61.90%,6.00,29,22.48%,2.23,1,0.78%,0.08
30.0,Nunes da Cunha Jr Judson Amabel,MB,187493,2022,5819,Brazil,24.0,204cm,-,-,-,-,-,-,-,-,-,-,-
,Renan Dal Zotto,COACH,N/A,2022,5819,,,,,,,,,,,,,,
3.0,Kolev Nikolay,MB,173067,2022,5820,Bulgaria,25.0,204cm,77,6.42,58,65.91%,4.83,16,23.19%,1.33,3,2.48%,0.25
4.0,Atanasov Martin,OH,156676,2022,5820,Bulgaria,26.0,197cm,139,11.58,117,45.88%,9.75,7,18.42%,0.58,15,10.20%,1.25
5.0,Gotsev Svetoslav,MB,132035,2022,5820,Bulgaria,32.0,205cm,82,6.83,44,61.11%,3.67,35,38.04%,2.92,3,2.91%,0.25
8.0,Asparuhov Asparuh,OH,168269,2022,5820,Bulgaria,22.0,201cm,48,4.00,37,43.02%,3.08,6,26.09%,0.50,5,11.36%,0.42
9.0,Seganov Georgi,S,137012,2022,5820,Bulgaria,29.0,197cm,18,1.50,9,47.37%,0.75,8,18.18%,0.67,1,0.75%,0.08
10.0,Karyagin Denis,OH,174445,2022,5820,Bulgaria,20.0,206cm,40,3.33,37,45.12%,3.08,1,11.11%,0.08,2,4.88%,0.17
11.0,Grozdanov Aleks,MB,152619,2022,5820,Bulgaria,24.0,208cm,25,6.25,15,44.12%,3.75,8,14.29%,2.00,2,5.26%,0.50
12.0,Dimitrov Dimitar,O,180587,2022,5820,Bulgaria,22.0,208cm,-,-,-,-,-,-,-,-,-,-,-
13.0,Salparov Teodor,L,113691,2022,5820,Bulgaria,40.0,187cm,-,-,-,-,-,-,-,-,-,-,-
14.0,Bozhilov Martin,L,135372,2022,5820,Bulgaria,34.0,190cm,-,-,-,-,-,-,-,-,-,-,-
15.0,Raev Delcho,S,124986,2022,5820,Bulgaria,32.0,185cm,-,-,-,-,-,-,-,-,-,-,-
17.0,Penchev Nikolay,OH,132033,2022,5820,Bulgaria,30.0,197cm,-,-,-,-,-,-,-,-,-,-,-
20.0,Bratoev Valentin,OH,118486,2022,5820,Bulgaria,35.0,203cm,-,-,-,-,-,-,-,-,-,-,-
24.0,Petkov Iliya,MB,168268,2022,5820,Bulgaria,26.0,200cm,0,-,0,-,-,0,-,-,0,-,-
,Plamen Konstantinov,COACH,N/A,2022,5820,,,,,,,,,,,,,,
1.0,Eshenko Pearson,MB,157324,2022,5821,Canada,25.0,204cm,40,3.33,26,46.43%,2.17,12,18.18%,1.00,2,2.99%,0.17
2.0,Herr Luke,S,165212,2022,5821,Canada,28.0,192cm,-,-,-,-,-,-,-,-,-,-,-
4.0,Hoag Nicholas,OH,136291,2022,5821,Canada,30.0,200cm,37,4.11,33,48.53%,3.67,2,20.00%,0.22,2,3.39%,0.22
5.0,Hofer Brodie,OH,168914,2022,5821,Canada,22.0,200cm,40,3.33,30,45.45%,2.50,1,8.33%,0.08,9,13.64%,0.75
6.0,Demyanenko Danny,MB,140042,2022,5821,Canada,28.0,196cm,-,-,-,-,-,-,-,-,-,-,-
7.0,Maar Stephen Timothy,OH,140061,2022,5821,Canada,28.0,201cm,163,13.58,139,43.99%,11.58,9,14.06%,0.75,15,10.87%,1.25
8.0,Walsh Brett James,S,143745,2022,5821,Canada,29.0,196cm,14,1.75,5,38.46%,0.62,5,16.67%,0.62,4,5.63%,0.50
10.0,Sclater Ryan Joseph,O,140428,2022,5821,Canada,29.0,200cm,102,8.50,83,49.70%,6.92,10,17.86%,0.83,9,7.32%,0.75
12.0,Van Berkel Lucas,MB,136296,2022,5821,Canada,31.0,210cm,30,2.50,25,55.56%,2.08,5,7.25%,0.42,0,0.00%,0.00
13.0,Cooper Samuel,OH,182679,2022,5821,Canada,21.0,200cm,15,2.14,14,45.16%,2.00,0,0.00%,0.00,1,5.88%,0.14
14.0,Szwarc Arthur,O,151871,2022,5821,Canada,27.0,209cm,-,-,-,-,-,-,-,-,-,-,-
18.0,Lui Justin,L,168925,2022,5821,Canada,22.0,178cm,0,0.00,0,-,-,0,-,-,0,-,-
97.0,Currie Landon,L,168923,2022,5821,Canada,23.0,174cm,-,-,-,-,-,-,-,-,-,-,-
99.0,Elser Mathias,OH,168908,2022,5821,Canada,21.0,198cm,29,2.42,26,47.27%,2.17,2,18.18%,0.17,1,1.75%,0.08
,Tuomas Sammelvuo,COACH,N/A,2022,5821,,,,,,,,,,,,,,
1.0,Wang Dongchen,MB,173184,2022,5822,China,22.0,200cm,-,-,-,-,-,-,-,-,-,-,-
2.0,Jiang Chuan,O,142855,2022,5822,China,28.0,205cm,-,-,-,-,-,-,-,-,-,-,-
3.0,Wang Hebin,S,174297,2022,5822,China,23.0,188cm,2,0.20,1,50.00%,0.10,1,14.29%,0.10,0,0.00%,0.00
5.0,Yang Yiming,L,174295,2022,5822,China,23.0,186cm,0,0.00,0,-,-,0,-,-,0,-,-
6.0,Yu Yuantai,OH,152518,2022,5822,China,25.0,186cm,66,6.60,57,44.88%,5.70,6,27.27%,0.60,3,2.59%,0.30
8.0,Guo Cheng,S,164632,2022,5822,China,27.0,200cm,-,-,-,-,-,-,-,-,-,-,-
9.0,Li Yongzhen,MB,181103,2022,5822,China,24.0,198cm,68,6.80,43,61.43%,4.30,21,24.71%,2.10,4,3.92%,0.40
14.0,Zhai Dejun,OH,174159,2022,5822,China,23.0,195cm,-,-,-,-,-,-,-,-,-,-,-
15.0,Peng Shikun,MB,168175,2022,5822,China,22.0,208cm,67,7.44,45,57.69%,5.00,16,25.81%,1.78,6,5.13%,0.67
16.0,Qu Zongshuai,L,174158,2022,5822,China,24.0,186cm,-,-,-,-,-,-,-,-,-,-,-
18.0,Chen Leiyang,S,152511,2022,5822,China,24.0,198cm,-,-,-,-,-,-,-,-,-,-,-
20.0,Rao Shuhan,MB,142598,2022,5822,China,26.0,205cm,-,-,-,-,-,-,-,-,-,-,-
22.0,Zhang Jingyin,OH,168271,2022,5822,China,23.0,207cm,154,15.40,140,53.44%,14.00,5,10.42%,0.50,9,7.26%,0.90
23.0,Wang Bin,OH,169310,2022,5822,China,21.0,195cm,-,-,-,-,-,-,-,-,-,-,-
,Sheng Wu,COACH,N/A,2022,5822,,,,,,,,,,,,,,
1.0,Masso Alvarez Jose Israel,MB,147273,2022,5823,Cuba,25.0,2cm,-,-,-,-,-,-,-,-,-,-,-
2.0,Mergarejo Hernandez Osniel Lazaro,OH,151814,2022,5823,Cuba,25.0,195cm,-,-,-,-,-,-,-,-,-,-,-
5.0,Concepcion Rojas Javier Octavio,MB,147263,2022,5823,Cuba,25.0,200cm,-,-,-,-,-,-,-,-,-,-,-
6.0,Thondike Mejias Christian Manuel,S,168412,2022,5823,Cuba,21.0,195cm,-,-,-,-,-,-,-,-,-,-,-
7.0,Garcia Alvarez Yonder Roman,L,132361,2022,5823,Cuba,30.0,183cm,-,-,-,-,-,-,-,-,-,-,-
10.0,Gutierrez Suarez Miguel David,O,147268,2022,5823,Cuba,26.0,197cm,-,-,-,-,-,-,-,-,-,-,-
11.0,Taboada Diaz Lyvan,S,157477,2022,5823,Cuba,24.0,191cm,-,-,-,-,-,-,-,-,-,-,-
12.0,Herrera Jaime Jesus,O,169940,2022,5823,Cuba,27.0,194cm,-,-,-,-,-,-,-,-,-,-,-
14.0,Goide Arredondo Adrian Eduardo,S,147272,2022,5823,Cuba,24.0,191cm,-,-,-,-,-,-,-,-,-,-,-
18.0,Lopez Castro Miguel Angel,OH,151817,2022,5823,Cuba,25.0,189cm,-,-,-,-,-,-,-,-,-,-,-
19.0,Pedroso Garriga Endriel Alberto,MB,182877,2022,5823,Cuba,20.0,212cm,-,-,-,-,-,-,-,-,-,-,-
22.0,Gutierrez Suarez Jose Miguel,OH,168417,2022,5823,Cuba,21.0,192cm,-,-,-,-,-,-,-,-,-,-,-
23.0,Yant Herrera Marlon,OH,157318,2022,5823,Cuba,21.0,202cm,-,-,-,-,-,-,-,-,-,-,-
24.0,Gorguet Salas Alain,OH,190322,2022,5823,Cuba,29.0,189cm,-,-,-,-,-,-,-,-,-,-,-
,Nicolas Ernesto Vives Coffigny,COACH,N/A,2022,5823,,,,,,,,,,,,,,
1.0,Chinenyeze Barthélémy,MB,152494,2022,5824,France,25.0,204cm,102,7.29,75,66.96%,5.36,20,19.61%,1.43,7,6.31%,0.50
2.0,Grebennikov Jenia,L,119792,2022,5824,France,32.0,188cm,0,0.00,0,-,-,0,-,-,0,-,-
4.0,Patry Jean,O,142694,2022,5824,France,26.0,207cm,136,9.71,115,48.12%,8.21,10,21.74%,0.71,11,8.73%,0.79
6.0,Toniutti Benjamin,S,119804,2022,5824,France,33.0,183cm,1,0.10,0,0.00%,0.00,1,5.56%,0.10,0,0.00%,0.00
7.0,Tillie Kevin,OH,124518,2022,5824,France,32.0,200cm,2,0.50,2,28.57%,0.50,0,0.00%,0.00,0,0.00%,0.00
11.0,Brizard Antoine,S,136851,2022,5824,France,28.0,196cm,41,3.73,17,60.71%,1.55,9,20.00%,0.82,15,12.61%,1.36
12.0,Boyer Stephen,O,142710,2022,5824,France,26.0,196cm,104,7.43,89,51.15%,6.36,9,24.32%,0.64,6,6.67%,0.43
14.0,Le Goff Nicolas,MB,125073,2022,5824,France,31.0,206cm,55,5.50,34,51.52%,3.40,18,26.87%,1.80,3,4.17%,0.30
16.0,Bultor Daryl,MB,142677,2022,5824,France,27.0,197cm,-,-,-,-,-,-,-,-,-,-,-
17.0,Clevenot Trevor,OH,132948,2022,5824,France,28.0,199cm,86,8.60,72,51.06%,7.20,4,10.81%,0.40,10,8.55%,1.00
19.0,Louati Yacine,OH,120735,2022,5824,France,31.0,198cm,85,6.07,69,44.81%,4.93,8,13.56%,0.57,8,6.67%,0.57
20.0,Diez Benjamin,L,152506,2022,5824,France,24.0,183cm,0,0.00,0,-,-,0,-,-,0,-,-
23.0,Carle Timothée,OH,142686,2022,5824,France,27.0,195cm,-,-,-,-,-,-,-,-,-,-,-
25.0,Jouffroy Quentin,MB,136856,2022,5824,France,29.0,202cm,47,3.36,25,55.56%,1.79,9,14.52%,0.64,13,11.11%,0.93
,Andrea Giani,COACH,N/A,2022,5824,,,,,,,,,,,,,,
1.0,Fromm Christian,OH,119779,2022,5825,Germany,32.0,204cm,130,11.82,107,42.29%,9.73,15,29.41%,1.36,8,5.84%,0.73
2.0,Tille Johannes,S,152469,2022,5825,Germany,25.0,186cm,7,1.00,1,50.00%,0.14,3,27.27%,0.43,3,6.67%,0.43
3.0,Kaliberda Denys,OH,119775,2022,5825,Germany,32.0,193cm,-,-,-,-,-,-,-,-,-,-,-
5.0,Reichert Moritz,OH,139386,2022,5825,Germany,28.0,194cm,90,8.18,77,49.36%,7.00,5,16.67%,0.45,8,7.27%,0.73
6.0,Graven Leonard,L,182291,2022,5825,Germany,18.0,180cm,0,0.00,0,-,-,0,-,-,0,-,-
11.0,Kampa Lukas,S,116575,2022,5825,Germany,36.0,196cm,-,-,-,-,-,-,-,-,-,-,-
12.0,Brehme Anton,MB,162081,2022,5825,Germany,23.0,206cm,-,-,-,-,-,-,-,-,-,-,-
13.0,Schott Ruben,OH,136441,2022,5825,Germany,28.0,193cm,-,-,-,-,-,-,-,-,-,-,-
